smiles,sa_score,sim_source,sim_target,comp_score,path_id
CCOC1=C(C)C(O)=C(C(O)=CCC=NNC)C=C1,4.0147,17.44,9.40,17.72,0
CCNN=CCC=C(O)C1=C(O)C(C)=C(OCC)C=C1,3.9758,18.60,10.26,19.16,0
CCOC1=C(C)C(O)=C(C(O)=CCC=NNCCN)C=C1,4.0025,17.78,9.92,18.41,0
CCOC1=C(C)C(O)=C(C(O)=CCC=NNCCNC)C=C1,3.9392,17.78,10.83,19.33,0
CCOC1=C(C)C(O)=C(C(O)=CCC=NNCCN(C)C)C=C1,3.8752,17.58,9.84,18.24,0
CCOC1=C(C)C(O)=C(C(O)=CCC=NN2CCN(C)CC2)C=C1,3.7592,15.22,19.82,27.05,0
CCOC1=C(C)C(O)=C2C(O)=CC(C=NN3CCN(C)CC3)=CC2=C1,3.6664,15.05,24.07,31.23,0
CCOC1=C(C)C(O)=C2C(O)=CC(C=NN3CCN(C)CC3)=C(O)C2=C1,3.7763,16.30,24.07,31.85,0
CC1=C2OC(C)CC2=C2C(O)=C(C=NN3CCN(C)CC3)C=C(O)C2=C1O,4.3274,9.09,27.36,31.47,0
CC1=C2OC(C)C(=O)C2=C2C(O)=C(C=NN3CCN(C)CC3)C=C(O)C2=C1O,4.3592,11.11,30.48,35.60,0
CC1=C2OC(C)C(=O)C2=C2C(O)=C(C=NN3CCN(C)CC3)C(N)=C(O)C2=C1O,4.3835,8.91,34.31,38.33,0
CNC1=C(O)C2=C(O)C(C)=C3OC(C)C(=O)C3=C2C(O)=C1C=NN1CCN(C)CC1,4.4066,9.80,33.65,38.12,0
CC1=C2OC(C)C(=O)C2=C2C(O)=C(C=NN3CCN(C)CC3)C(NC=O)=C(O)C2=C1O,4.4786,9.71,33.33,37.74,0
CC1=C2OC(C)(O)C(=O)C2=C2C(O)=C(C=NN3CCN(C)CC3)C(NC=O)=C(O)C2=C1O,4.5545,9.62,38.24,42.59,0
CC(=O)NC1=C(O)C2=C(O)C(C)=C3OC(C)(O)C(=O)C3=C2C(O)=C1C=NN1CCN(C)CC1,4.4038,10.48,40.20,44.99,0
C=CC(=O)NC1=C(O)C2=C(O)C(C)=C3OC(C)(O)C(=O)C3=C2C(O)=C1C=NN1CCN(C)CC1,4.5119,11.21,37.74,42.89,0
CC=CC(=O)NC1=C(O)C2=C(O)C(C)=C3OC(C)(O)C(=O)C3=C2C(O)=C1C=NN1CCN(C)CC1,4.5137,11.11,37.38,42.49,0
C=CC=CC(=O)NC1=C(O)C2=C(O)C(C)=C3OC(C)(O)C(=O)C3=C2C(O)=C1C=NN1CCN(C)CC1,4.5915,10.81,36.36,41.31,0
CC=CC=CC(=O)NC1=C(O)C2=C(O)C(C)=C3OC(C)(O)C(=O)C3=C2C(O)=C1C=NN1CCN(C)CC1,4.5860,10.81,36.36,41.31,0
CCC=CC=CC(=O)NC1=C(O)C2=C(O)C(C)=C3OC(C)(O)C(=O)C3=C2C(O)=C1C=NN1CCN(C)CC1,4.5908,12.50,35.40,41.19,0
CC1=C2OC(C)(O)C(=O)C2=C2C(O)=C(C=NN3CCN(C)CC3)C(NC(=O)C=CC=CC(C)C)=C(O)C2=C1O,4.6159,11.50,36.61,41.90,0
CC1=C2OC(C)(O)C(=O)C2=C2C(O)=C(C=NN3CCN(C)CC3)C(NC(=O)C=CC=CC(C)CO)=C(O)C2=C1O,4.9285,12.07,34.19,39.73,0
CC1=C2OC(C)(O)C(=O)C2=C2C(O)=C(C=NN3CCN(C)CC3)C(NC(=O)C=CC=CC(C)C(C)O)=C(O)C2=C1O,5.0937,12.17,35.65,41.23,0
CCC(O)C(C)C=CC=CC(=O)NC1=C(O)C2=C(O)C(C)=C3OC(C)(O)C(=O)C3=C2C(O)=C1C=NN1CCN(C)CC1,5.1272,13.68,34.45,40.78,0
CC1=C2OC(C)(O)C(=O)C2=C2C(O)=C(C=NN3CCN(C)CC3)C(NC(=O)C=CC=CC(C)C(O)C(C)C)=C(O)C2=C1O,5.1259,11.97,35.04,40.51,0
CC1=C2OC(C)(O)C(=O)C2=C2C(O)=C(C=NN3CCN(C)CC3)C(NC(=O)C=CC=CC(C)C(O)C(C)CO)=C(O)C2=C1O,5.3147,12.50,33.88,39.60,0
CC1=C2OC(C)(O)C(=O)C2=C2C(O)=C(C=NN3CCN(C)CC3)C(NC(=O)C=CC=CC(C)C(O)C(C)C(C)O)=C(O)C2=C1O,5.4500,11.86,34.75,40.13,0
CCC(O)C(C)C(O)C(C)C=CC=CC(=O)NC1=C(O)C2=C(O)C(C)=C3OC(C)(O)C(=O)C3=C2C(O)=C1C=NN1CCN(C)CC1,5.4656,13.22,33.33,39.40,0
CCC(O)C(C)C(O)C(C)C=CC=CC(=O)NC1=C(O)C2=C(O)C(C)=C3OC(C)(OC)C(=O)C3=C2C(O)=C1C=NN1CCN(C)CC1,5.5024,13.82,35.77,42.13,0
COC1(C)OC2=C(C)C(O)=C3C(O)=C(NC(=O)C=CC=CC(C)C(O)C(C)C(O)C(C)C)C(C=NN4CCN(C)CC4)=C(O)C3=C2C1=O,5.5207,12.30,36.67,42.26,0
COC1(C)OC2=C(C)C(O)=C3C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C)C(C=NN4CCN(C)CC4)=C(O)C3=C2C1=O,5.5750,12.10,38.33,43.82,0
CCC(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)NC1=C(O)C2=C(O)C(C)=C3OC(C)(OC)C(=O)C3=C2C(O)=C1C=NN1CCN(C)CC1,5.6834,13.49,37.10,43.27,0
CCCC(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)NC1=C(O)C2=C(O)C(C)=C3OC(C)(OC)C(=O)C3=C2C(O)=C1C=NN1CCN(C)CC1,5.6972,13.28,36.51,42.58,0
COC1(C)OC2=C(C)C(O)=C3C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)CC(C)C)C(C=NN4CCN(C)CC4)=C(O)C3=C2C1=O,5.7204,12.50,36.80,42.48,0
CC1=CC=CC(C)C(O)C(C)C(O)C(C)CC(C)CC=COC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC1=O)C(C=NN1CCN(C)CC1)=C2O,7.2333,10.77,64.42,69.08,0
CC1=CC=CC(C)C(O)C(C)C(O)C(C)C(O)C(C)CC=COC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC1=O)C(C=NN1CCN(C)CC1)=C2O,7.3319,11.02,68.00,72.78,0
COC1C(C)CC=COC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C)C(C=NN1CCN(C)CC1)=C2O,7.3781,11.45,71.29,76.27,0
CCOC1C(C)CC=COC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C)C(C=NN1CCN(C)CC1)=C2O,7.3949,13.74,66.04,72.17,0
CC(=O)OC1C(C)CC=COC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C)C(C=NN1CCN(C)CC1)=C2O,7.3979,12.03,76.00,81.28,0
CC(=O)OC1C(C)C(O)C=COC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C)C(C=NN1CCN(C)CC1)=C2O,7.4840,12.21,81.25,86.61,0
COC1C=COC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=NN1CCN(C)CC1)=C2O,7.4586,12.12,90.22,95.53,0
COC1=CC=CC=C1C,3.0353,11.70,11.43,16.98,253160
COC1=C(C)C=CC=C1C,3.2240,12.50,14.08,20.01,253162
COC1=CC=C(C)C=C1C,3.1472,10.31,12.68,17.52,253163
C=COC1=CC=CC=C1C,3.6586,11.22,10.81,16.06,253160
CCOC1=CC=CC=C1C,2.9351,10.20,19.12,23.93,253167
C=C(C)OC1=CC=CC=C1C,3.4816,13.40,12.16,18.52,253167
CCOC1=CC=C(C)C=C1C,3.0469,8.91,20.29,24.44,253169
CCOC1=C(C)C=CC=C1C,3.1384,11.00,21.74,26.93,253170
C=CCOC1=CC=CC=C1C,3.2318,10.89,13.33,18.46,253171
COC1=C(C)C=C(C)C=C1C,3.1135,10.42,17.91,22.81,253172
C=COC1=C(C)C=CC=C1C,3.7601,12.00,13.33,18.96,253162
CCC1=CC=C(OC)C(C)=C1,3.3196,9.90,13.51,18.13,253160
C=CCC1=CC=C(O)C(C)=C1,3.7547,9.71,13.16,17.64,253183
COC1=CC=C(C=O)C=C1C,3.6155,12.12,12.00,17.70,253164
C=COC1=CC=C(C)C=C1C,3.7222,9.90,12.00,16.58,253163
CC=COC1=CC=CC=C1C,3.7040,11.22,10.81,16.05,253160
C=C(C)OC1=C(C)C=CC=C1C,3.5914,14.14,14.67,21.38,253170
CCOC1=C(C)C=C(C)C=C1C,3.0479,9.00,26.15,30.35,253197
C=CCOC1=C(C)C=CC=C1C,3.3741,11.65,15.79,21.28,253198
C=C(C)OC1=CC=C(C)C=C1C,3.5559,12.00,13.33,18.98,253169
C=CCOC1=CC=C(C)C=C1C,3.3197,9.62,14.47,18.95,253204
CCOC1=CC=C(C=O)C=C1C,3.4866,10.68,19.18,24.17,253205
CCOC1=CC=C(CC)C=C1C,3.2177,8.74,18.06,22.10,253206
COC1=CC=C(C(C)=O)C=C1C,3.3151,13.00,17.81,23.98,253182
C=CC(=O)C1=CC=C(O)C(C)=C1,3.8325,10.68,17.57,22.52,253216
C=COC1=C(C)C=C(C)C=C1C,3.6307,10.00,16.90,21.54,253172
COC1=C(C)C=C(C=O)C=C1C,3.5988,12.24,15.28,21.04,253221
CCC1=CC(C)=C(OC)C(C)=C1,3.3462,10.00,16.90,21.57,253222
C=CCC1=CC(C)=C(O)C(C)=C1,3.5976,10.78,14.67,19.70,253241
C=CCCC1=CC=C(O)C(C)=C1,3.7173,9.52,12.82,17.21,253180
CCCC1=CC=C(OC)C(C)=C1,3.2056,9.71,13.16,17.69,253251
C=C(C)CC1=CC=C(O)C(C)=C1,3.7111,9.71,13.16,17.64,253254
CC=COC1=C(C)C=CC=C1C,3.7977,11.88,13.16,18.72,253162
CC=C(C)OC1=CC=CC=C1C,3.5927,13.27,13.51,19.79,253167
C=CC(=C)OC1=CC=CC=C1C,3.7169,11.88,11.69,17.26,253263
CC=CCOC1=CC=CC=C1C,3.3439,10.78,13.16,18.22,253267
C=COC1=CC=C(CC)C=C1C,3.8316,9.52,12.82,17.20,253160
C=CCC1=CC=C(OC)C(C)=C1,3.4840,10.58,11.39,16.33,253275
C=COC1=CC=C(C=O)C=C1C,4.1005,10.68,11.54,16.47,253164
CC=CCC1=CC=C(O)C(C)=C1,3.8622,9.62,12.99,17.41,253298
CC=COC1=CC=C(C)C=C1C,3.7633,9.90,12.00,16.57,253163
C=CC=COC1=CC=CC=C1C,3.9227,10.89,10.39,15.44,253313
C=C(C)OC1=C(C)C=C(C)C=C1C,3.4830,12.12,18.31,24.02,253197
CCOC1=C(C)C=C(C=O)C=C1C,3.5019,10.78,22.86,27.90,253314
CCOC1=C(C)C=C(CC)C=C1C,3.2710,8.82,21.74,25.82,253315
C=CCOC1=C(C)C=C(C)C=C1C,3.2819,9.71,19.44,23.97,253316
COC1=C(C)C=C(C(C)=O)C=C1C,3.3683,13.13,23.19,29.42,253217
C=CC(=O)C1=CC(C)=C(O)C(C)=C1,3.6957,11.76,20.83,26.35,253351
C=CCC(=O)C1=CC=C(O)C(C)=C1,3.7883,10.38,18.42,23.23,253215
CCC(=O)C1=CC=C(OC)C(C)=C1,3.2932,11.54,20.27,25.71,253366
C=C(C)C(=O)C1=CC=C(O)C(C)=C1,3.7230,10.68,17.57,22.54,253367
C=C(C)OC1=CC=C(C=O)C=C1C,3.9309,13.73,12.66,19.13,253205
CCOC1=CC=C(C(C)=O)C=C1C,3.2234,11.54,25.35,30.80,253375
C=CCOC1=CC=C(C=O)C=C1C,3.7046,10.38,13.92,18.74,253377
C=COC1=CC=C(C(C)=O)C=C1C,3.8022,12.50,16.88,22.75,253182
C=CC(=O)C1=CC=C(OC)C(C)=C1,3.5747,12.50,16.88,22.78,253396
CC=CC(=O)C1=CC=C(O)C(C)=C1,3.7487,10.58,17.33,22.25,253426
C=C(C)OC1=CC=C(CC)C=C1C,3.6773,11.54,14.10,19.50,253206
CCCC1=CC=C(OCC)C(C)=C1,3.1263,8.57,17.57,21.54,253434
C=CCOC1=CC=C(CC)C=C1C,3.4581,9.35,13.92,18.25,253436
C=CCC1=CC=C(OCC)C(C)=C1,3.3815,9.35,16.88,21.22,253438
C=COC1=C(C)C=C(CC)C=C1C,3.8039,9.62,16.00,20.43,253222
CCCC1=CC(C)=C(OC)C(C)=C1,3.2202,9.80,16.44,21.02,253464
C=CCC1=CC(C)=C(OC)C(C)=C1,3.5149,10.68,14.47,19.46,253467
CC=COC1=C(C)C=C(C)C=C1C,3.6813,9.90,16.67,21.25,253172
C=COC1=C(C)C=C(C=O)C=C1C,4.0348,10.78,14.67,19.66,253512
CC=C(C)OC1=C(C)C=CC=C1C,3.6907,14.00,16.00,22.63,253170
C=CC(=C)OC1=C(C)C=CC=C1C,3.8078,12.62,14.10,20.03,253549
C=CCCC1=CC(C)=C(O)C(C)=C1,3.5476,10.58,14.29,19.22,253240
C=C(C)CC1=CC(C)=C(O)C(C)=C1,3.5814,10.78,14.67,19.70,253566
CC=CCOC1=C(C)C=CC=C1C,3.4720,11.54,15.58,21.01,253576
CC=C(C)OC1=CC=C(C)C=C1C,3.6582,11.88,14.67,20.24,253167
C=CC=C(C)OC1=CC=CC=C1C,3.7454,13.86,12.82,19.38,253612
C=CC(=CC)OC1=CC=CC=C1C,3.8790,11.76,12.99,18.48,253614
CC=CCC1=CC(C)=C(O)C(C)=C1,3.7165,10.68,14.47,19.44,253623
C=CC(=C)OC1=CC=C(C)C=C1C,3.7753,10.58,12.82,17.73,253634
CC=CCOC1=CC=C(C)C=C1C,3.4221,9.52,14.29,18.71,253665
C=CC=COC1=C(C)C=CC=C1C,4.0003,11.54,12.66,18.03,253686
C=C(C=CC)OC1=CC=CC=C1C,3.7793,11.65,11.39,16.84,253267
CC1=CC=CC=C1OCC=CCO,3.3847,11.65,14.29,19.77,253693
CC1=CC=CC=C1OCC=CC=N,3.8551,10.48,12.66,17.51,253694
CC(C)=CCOC1=CC=CC=C1C,3.1864,14.00,14.47,21.16,253697
C=CC=CCOC1=CC=CC=C1C,3.5430,10.48,14.10,18.99,253270
CCC=CCOC1=CC=CC=C1C,3.2652,10.68,14.47,19.49,253702
C=CCCC1=CC=C(OC)C(C)=C1,3.4769,10.38,11.11,15.95,253251
C=COC1=CC=C(CCC)C=C1C,3.6890,9.35,12.50,16.80,253703
C=C(C)CC1=CC=C(OC)C(C)=C1,3.4636,11.54,12.66,18.08,253707
C=CC(=C)CC1=CC=C(O)C(C)=C1,4.0052,9.43,12.66,16.97,253254
CC=C(C)CC1=CC=C(O)C(C)=C1,3.8083,10.68,12.99,17.95,253726
CC=CCC1=CC=C(OC)C(C)=C1,3.6098,10.48,11.25,16.13,253298
CCC=CCC1=CC=C(O)C(C)=C1,3.7327,9.52,14.29,18.67,253734
C=CC=CCC1=CC=C(O)C(C)=C1,4.0211,9.35,13.92,18.19,253735
CC=CCCC1=CC=C(O)C(C)=C1,3.7373,9.43,12.66,17.00,253180
CC=COC1=CC=C(CC)C=C1C,3.8648,9.52,12.82,17.20,253160
C=CCC1=CC=C(OC=C)C(C)=C1,3.9442,9.43,11.25,15.57,253757
CC=COC1=CC=C(C=O)C=C1C,4.1113,10.78,11.69,16.67,253784
C=CC=COC1=CC=C(C)C=C1C,3.9688,9.62,11.54,15.95,253786
CC=CC=COC1=CC=CC=C1C,3.8263,10.89,11.84,16.91,253313
C=C(C)OC1=CC=C(C(C)=O)C=C1C,3.6611,12.62,17.11,23.05,253375
CCOC1=CC=C(C(=O)CC)C=C1C,3.2149,10.38,25.00,29.87,253841
CCOC1=C(C)C=C(C(C)=O)C=C1C,3.2992,11.65,31.34,36.84,253842
C=CCOC1=CC=C(C(C)=O)C=C1C,3.4545,12.15,19.23,24.96,253843
C=CC(=O)C1=CC=C(OCC)C(C)=C1,3.4741,11.11,24.00,29.21,253844
C=CCC(=O)C1=CC(C)=C(O)C(C)=C1,3.6688,11.43,21.62,26.97,253350
CCC(=O)C1=CC(C)=C(OC)C(C)=C1,3.3472,11.65,25.71,31.20,253921
C=C(C)C(=O)C1=CC(C)=C(O)C(C)=C1,3.6031,11.76,20.83,26.36,253922
C=COC1=C(C)C=C(C(C)=O)C=C1C,3.8033,12.62,21.92,27.85,253217
C=CC(=O)C1=CC(C)=C(OC)C(C)=C1,3.6134,12.62,21.92,27.87,253952
C=C(C)OC1=C(C)C=C(C=O)C=C1C,3.8810,13.86,15.79,22.33,253314
C=CCOC1=C(C)C=C(C=O)C=C1C,3.6861,10.48,17.11,21.97,254072
CC=CC(=O)C1=CC(C)=C(O)C(C)=C1,3.6314,11.65,20.55,26.01,254132
C=C(C)OC1=C(C)C=C(CC)C=C1C,3.6626,11.65,17.33,22.79,253315
CCCC1=CC(C)=C(OCC)C(C)=C1,3.1653,8.65,21.13,25.14,254161
C=CCOC1=C(C)C=C(CC)C=C1C,3.4734,9.43,17.11,21.47,254162
C=CCC1=CC(C)=C(OCC)C(C)=C1,3.4367,9.43,20.27,24.64,254164
C=CCC(=O)C1=CC=C(OC)C(C)=C1,3.5587,12.26,17.95,23.72,253366
C=COC1=CC=C(C(=O)CC)C=C1C,3.7480,11.11,19.23,24.41,254281
C=C(C)C(=O)C1=CC=C(OC)C(C)=C1,3.4918,12.50,16.88,22.78,254284
CC=C(C)OC1=C(C)C=C(C)C=C1C,3.5896,12.00,19.72,25.36,253197
C=CC(=C)OC1=C(C)C=C(C)C=C1C,3.7003,10.68,17.57,22.54,254343
CC=CCOC1=C(C)C=C(C)C=C1C,3.3857,9.62,19.18,23.65,254461
CC=CCC(=O)C1=CC=C(O)C(C)=C1,3.8418,11.32,18.18,23.46,253215
C=CC(=C)C(=O)C1=CC=C(O)C(C)=C1,4.0705,10.38,18.42,23.20,254543
C=COC1=CC=C(C(=O)C=C)C=C1C,4.0073,11.32,16.67,21.93,253396
CC=CC(=O)C1=CC=C(OC)C(C)=C1,3.5223,12.38,16.67,22.50,254560
CC=COC1=CC=C(C(C)=O)C=C1C,3.8397,12.50,16.88,22.75,253182
C=CC=C(C)OC1=C(C)C=CC=C1C,3.8315,14.56,15.19,22.09,254697
C=CC(=CC)OC1=C(C)C=CC=C1C,3.9580,12.50,15.38,21.24,254698
CC=C(C)C(=O)C1=CC=C(O)C(C)=C1,3.7602,11.65,18.92,24.37,254728
CCC=CC(=O)C1=CC=C(O)C(C)=C1,3.6626,10.28,19.74,24.51,254753
C=CC=CC(=O)C1=CC=C(O)C(C)=C1,3.8722,10.28,16.67,21.42,254754
C=CCCC1=CC=C(OCC)C(C)=C1,3.3871,9.17,16.46,20.70,253434
C=C(C)OC1=CC=C(CCC)C=C1C,3.5582,11.32,13.75,19.05,254767
C=CCOC1=CC=C(CCC)C=C1C,3.3596,9.17,13.58,17.83,254769
C=C(C)CC1=CC=C(OCC)C(C)=C1,3.3719,10.28,18.18,22.98,254771
CC=COC1=C(C)C=C(C=O)C=C1C,4.0539,10.78,14.67,19.65,253172
CC=COC1=C(C)C=C(CC)C=C1C,3.8412,9.52,15.79,20.17,254817
C=CC=COC1=C(C)C=C(C)C=C1C,3.8862,9.62,16.00,20.42,254819
C=CCC1=CC=C(OC(=C)C)C(C)=C1,3.8000,12.26,12.20,17.95,253438
C=CCOC1=CC=C(CC=C)C=C1C,3.5951,9.35,12.50,16.81,254879
CC=CCC1=CC=C(OCC)C(C)=C1,3.5098,9.26,16.67,20.95,254881
C=CC(C)=CCOC1=CC=CC=C1C,3.4832,12.38,13.75,19.59,253697
C=C(C=C(C)C)OC1=CC=CC=C1C,3.6035,13.86,12.82,19.39,254927
CC(=CCOC1=CC=CC=C1C)CO,3.3346,12.50,13.92,19.84,254928
CC(C=N)=CCOC1=CC=CC=C1C,3.8066,12.38,13.75,19.56,254929
CC(C)=CCOC1=C(C)C=CC=C1C,3.3192,14.71,16.88,23.90,254930
CC(C)=CCOC1=CC=C(C)C=C1C,3.2719,12.62,15.58,21.57,254931
CCC(C)=CCOC1=CC=CC=C1C,3.2712,12.50,15.38,21.31,254932
C=CCCC1=CC(C)=C(OC)C(C)=C1,3.4799,10.48,14.10,18.99,253464
C=COC1=C(C)C=C(CCC)C=C1C,3.6561,9.43,15.58,19.94,254939
C=C(C)CC1=CC(C)=C(OC)C(C)=C1,3.5084,11.65,15.79,21.26,254942
C=C(C=CC)OC1=C(C)C=CC=C1C,3.8636,12.38,13.75,19.55,253576
CC1=CC=CC(C)=C1OCC=CCO,3.5046,12.38,16.67,22.51,255019
CC1=CC=CC(C)=C1OCC=CC=N,3.9509,11.21,15.00,20.21,255020
C=CC=CCOC1=C(C)C=CC=C1C,3.6548,11.21,16.46,21.70,253578
CCC=CCOC1=C(C)C=CC=C1C,3.3912,11.43,16.88,22.26,255026
C=CCC1=CC(C)=C(OC=C)C(C)=C1,3.9275,9.52,14.29,18.65,255062
C=CC(=CC)OC1=CC=C(C)C=C1C,3.9281,10.48,14.10,18.95,255179
CC=C(C)OC1=CC=C(C=O)C=C1C,4.0000,12.62,14.10,20.01,255180
CC=C(C)OC1=CC=C(CC)C=C1C,3.7664,11.43,15.38,20.72,255181
C=CC=C(C)OC1=CC=C(C)C=C1C,3.8016,12.50,13.92,19.79,255182
COCC=CCOC1=CC=CC=C1C,3.3196,11.76,12.99,18.54,253693
C=C(C=CCO)OC1=CC=CC=C1C,3.8051,11.32,12.35,17.63,255284
CC1=CC=CC=C1OCC=CC(=N)O,3.7506,11.32,15.19,20.48,255285
CC1=CC=C(OCC=CCO)C(C)=C1,3.4585,10.38,15.38,20.23,255287
C=CC(=C)CC1=CC(C)=C(O)C(C)=C1,3.8741,10.48,14.10,18.95,253566
CC=C(C)CC1=CC(C)=C(O)C(C)=C1,3.6877,11.76,14.47,19.99,255291
C=CC(=C)OC1=CC=C(CC)C=C1C,3.8743,10.19,13.58,18.29,255381
C=C(C)C=CCOC1=CC=CC=C1C,3.4822,12.38,13.75,19.59,253702
C=C(C=CCC)OC1=CC=CC=C1C,3.7028,11.32,13.75,19.04,255479
C=CCC=CCOC1=CC=CC=C1C,3.4653,10.48,12.66,17.55,255481
CCC=CCOC1=CC=C(C)C=C1C,3.3451,9.43,15.58,19.97,255483
CC1=CC=CC=C1OCC=CCCO,3.3047,11.43,13.92,19.31,255484
CC=CCC1=CC(C)=C(OC)C(C)=C1,3.6353,10.58,14.29,19.21,255488
CCC=CCC1=CC(C)=C(O)C(C)=C1,3.6090,10.58,15.79,20.72,255567
C=CC=CCC1=CC(C)=C(O)C(C)=C1,3.8823,10.38,15.38,20.19,255568
CC=CC=C(C)OC1=CC=CC=C1C,3.7168,13.73,14.10,20.59,255585
CC1=CC=CC=C1OC1=CC=CC=C1,3.7144,11.00,13.51,18.64,255587
CC=CCCC1=CC(C)=C(O)C(C)=C1,3.5837,10.48,14.10,18.98,253240
C=CC(=C)OC1=CC=C(C=O)C=C1C,4.1078,11.32,12.35,17.60,255619
C=CC=CCOC1=CC=C(C)C=C1C,3.6087,9.26,15.19,19.46,255679
CC=CCOC1=CC=C(C=O)C=C1C,3.7739,10.28,13.75,18.51,255681
C=C(C=CC)OC1=CC=C(C)C=C1C,3.8337,10.38,12.50,17.31,253665
CC1=CC=C(OCC=CC=N)C(C)=C1,3.9048,9.26,13.75,17.99,255722
CC=CCOC1=CC=C(CC)C=C1C,3.5464,9.26,13.75,18.02,255725
CCC=CCC1=CC=C(OC)C(C)=C1,3.5139,10.38,12.50,17.34,253734
CCC=C(C)CC1=CC=C(O)C(C)=C1,3.7196,10.38,13.92,18.74,255781
C=C(C)C=CCC1=CC=C(O)C(C)=C1,3.9242,10.28,12.35,17.09,255784
CC=CC(=CC)OC1=CC=CC=C1C,3.8248,11.76,12.99,18.49,255785
CC=CC=CCC1=CC=C(O)C(C)=C1,3.9204,9.35,12.50,16.78,253735
C=CC=CCC1=CC=C(OC)C(C)=C1,3.7802,10.19,12.20,16.91,255863
C=CC=C(C)CC1=CC=C(O)C(C)=C1,3.9511,11.32,12.35,17.61,255864
C=CC(=C)CC1=CC=C(OC)C(C)=C1,3.7585,11.21,12.20,17.43,253707
C=COC1=CC=C(CC(=C)C)C=C1C,3.9050,11.21,12.20,17.41,255868
CC=C(C)CC1=CC=C(OC)C(C)=C1,3.5771,12.50,12.50,18.39,255872
CC=CC=COC1=C(C)C=CC=C1C,3.9066,11.54,14.10,19.48,255918
C=CC(=CC)CC1=CC=C(O)C(C)=C1,4.0695,9.35,12.50,16.77,253726
C=C(C=CC=N)OC1=CC=CC=C1C,4.1615,11.32,10.98,16.22,253694
CN=CC=CCOC1=CC=CC=C1C,3.8547,10.38,12.50,17.30,256024
CC=COC1=CC=C(CCC)C=C1C,3.7349,9.35,12.50,16.80,253160
C=CCC1=CC=C(OC=CC)C(C)=C1,3.9705,9.26,10.98,15.21,256031
C=CC=COC1=CC=C(CC)C=C1C,4.0510,9.26,12.35,16.57,256032
CC=CCCC1=CC=C(OC)C(C)=C1,3.5182,10.28,10.98,15.76,253180
C=C(C=CC)CC1=CC=C(O)C(C)=C1,3.9972,9.26,12.35,16.58,256080
CC(C)=CCCC1=CC=C(O)C(C)=C1,3.5495,11.54,12.66,18.07,256081
C=CC=CCCC1=CC=C(O)C(C)=C1,3.8674,9.17,13.58,17.78,256086
CCC=CC=COC1=CC=CC=C1C,3.7529,10.68,12.99,17.95,253313
CC=CC=COC1=CC=C(C)C=C1C,3.8775,9.62,12.99,17.41,256104
CC(C)=CC=COC1=CC=CC=C1C,3.7363,15.15,11.54,18.74,256105
C=CC=CC=COC1=CC=CC=C1C,3.9411,10.68,11.54,16.48,253840
CC1=CC=CC=C1OC=CC=CCO,3.8370,11.65,12.82,18.26,256110
C=CCCC1=CC=C(OC=C)C(C)=C1,3.9066,9.26,10.98,15.21,253703
C=CC=COC1=CC=C(C=O)C=C1C,4.2785,10.48,11.25,16.06,256199
C=COC1=CC=C(CC=CC)C=C1C,4.0292,9.17,10.84,15.03,253298
C=C(C)OC1=C(C)C=C(C(C)=O)C=C1C,3.6724,12.75,22.22,28.23,253842
CCOC1=C(C)C=C(C(=O)CC)C=C1C,3.2891,10.48,30.88,35.79,256362
C=CC(=O)C1=CC(C)=C(OCC)C(C)=C1,3.5354,11.21,29.58,34.83,256363
C=CCOC1=C(C)C=C(C(C)=O)C=C1C,3.4930,12.26,24.32,30.11,256364
C=CCC(=O)C1=CC(C)=C(OC)C(C)=C1,3.5990,12.38,22.97,28.80,253921
C=COC1=C(C)C=C(C(=O)CC)C=C1C,3.7554,11.21,24.32,29.56,256722
C=C(C)C(=O)C1=CC(C)=C(OC)C(C)=C1,3.5359,12.62,21.92,27.87,256723
C=CCC(=O)C1=CC=C(OCC)C(C)=C1,3.4709,10.91,23.38,28.48,253841
C=C(C)OC1=CC=C(C(=O)CC)C=C1C,3.6238,12.15,19.23,24.94,256992
C=CCOC1=CC=C(C(=O)CC)C=C1C,3.4339,10.91,20.25,25.36,256994
C=C(C)C(=O)C1=CC=C(OCC)C(C)=C1,3.4062,11.11,24.00,29.21,256995
