smiles
O[S](=O)(=O)O[C@@H]1[C@H](O[S](O)(=O)=O)[C@H](O[S](O)(=O)=O)[C@@H](O[S](O)(=O)=O)[C@H](O[S](O)(=O)=O)[C@H]1O[S](O)(=O)=O
OC[C@H]1O[C@H](Oc2cccc(c2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
Cn1nnc(n1)c2onc(O)c2CC(N)C(O)=O
NC(Cc1onc(O)c1Br)C(O)=O
Cc1onc(C(O)=O)c1CC(N)C(O)=O
N[C@@H](CN1OC(=O)NC1=O)C(O)=O
N[C@@H](Cc1conc1O)C(O)=O
CC/C=C\C\C=C/C/C=C\C\C=C/C/C=C\C\C=C/CCC(O)=O
CC1(C)CCC(C)(C)c2cc(ccc12)C3(OCCO3)c4ccc(cc4)C([O-])=O
CC1(C)CCC(C)(C)c2cc(ccc12)C3(OCCO3)c4ccc(cc4)C([O-])=O
CC(C)(C)c1onc(OC[P](O)(O)=O)c1C[C@H](N)C(O)=O
CC(C)c1cc(Oc2c(C)cc(cc2C)N3N=CC(=O)NC3=O)ccc1O
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CC(C)c1cc(Oc2c(Cl)cc(CC(O)=O)cc2Cl)ccc1O
CC(C)c1cc(Oc2c(Cl)cc(CC(O)=O)cc2Cl)ccc1O
Oc1ccc(CCNc2nc(SCCCc3ccc(Cl)cc3)nc(n2)N4CCNCC4)cc1
Nc1ncnc2n(cnc12)[C@@H]3O[C@@H]4CO[P@@](O)(=S)O[C@H]4[C@H]3O
Nc1ncnc2n(cnc12)[C@@H]3O[C@@H]4CO[P@](O)(=S)O[C@H]4[C@H]3O
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C
CC(C)(C)c1onc([O-])c1C[C@H]([NH3+])C([O-])=O
CC(/C=C/C=C(\C)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)=C\C(O)=O
CCO[P](=O)(OCC)C(=Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)[P](=O)(OCC)OCC
CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc4ccccc24)cc1)C(O)=O
COC(=O)CCc1cccc(c1)N(Cc2ccc(cc2)c3ccc(cc3)N(C)C)C(=O)C4CCCCC4
CC[C@H]1[C@@H](O)[C@H]2[C@@H]3CC[C@H]([C@H](C)CCC(O)=O)[C@@]3(C)CC[C@@H]2[C@@]4(C)CC[C@@H](O)C[C@@H]14
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Cc1onc(O)c1C[C@H](N)C(O)=O
C[C@H](CC[C@@H]1OC1(C)C)[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
N[C@H](CO)C(O)=O
N[C@@H]1CONC1=O
OC(=O)c1cc(O)c2c(Cl)cc(Cl)cc2n1
OC(=O)Cc1cccc(OCCCN(CC(c2ccccc2)c3ccccc3)Cc4cccc(c4Cl)C(F)(F)F)c1
OC(c1ccc(cc1)N(CC(F)(F)F)[S](=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F
Cc1cc(OCC(O)=O)cc(C)c1Cc2ccc(O)c(Cc3ccccc3)c2
CCCCOc1ccc(cc1OCCCC)[C@@H](C)NCCCNCCC(c2ccccc2)c3ccccc3
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4
CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C
Cc1cc(C)cc(c1)C(=O)N(NC(=O)c2ccc3OCCOc3c2C)C(C)(C)C
OC(O)Cc1cc(Br)c(Oc2ccc(O)c(c2)[C@@H](O)NCCc3ccccc3)c(Br)c1
Cc1oc(nc1CCOc2ccc(C[C@H](Nc3ccccc3C(=O)c4ccccc4)C(O)=O)cc2)c5ccccc5
CC1(C)CCC(C)(C)c2cc(ccc12)C3=CC=C[C@@H]4O[C@@H](C[C@H]34)\C=C\C(O)=O
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O[S](O)(=O)=O
CCC(O)(CC)/C=C/C=C/[C@@H](C)[C@H]1CC[C@H]2C(/CCC[C@]12C)=C/C=C3/C[C@@H](O)C[C@H](O)C3=C
C[C@H](\C=C\[C@@H](O)C1CC1)[C@H]2CC[C@H]3C(/CCC[C@]23C)=C/C=C4/C[C@@H](O)C[C@H](O)C4=C
CC\C(c1ccc(O)cc1)=C(CC)/c2ccc(O)cc2
CC\C(c1ccccc1)=C(/c2ccc(O)cc2)c3ccc(OCCN(C)C)cc3
N[C@@H](CN1OC(=O)NC1=O)C(O)=O
C[C@H](C[C@H](N)C([O-])=O)C(O)=O
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4
CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c5occc5)C(=O)CCl
N[C@@H](CN1C(=O)NC(=O)C2=C1CCC2)C(O)=O
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
CC(=C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O
C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2C(/CCC[C@]12C)=C/[CH]=[C@@]3C[C@@H](O)[CH2][C@H](O)C3
Oc1ccc(c(O)c1)c2noc3cc(O)ccc23
Oc1ccc2nc(oc2c1)c3cccc4c(O)cccc34
Oc1ccc2c(onc2c3ccc4cc(O)ccc4c3)c1
Oc1ccc(cc1)c2oc3ccc(O)cc3c2
OC(c1ccc(cc1)N(CC(F)(F)F)[S](=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F
COC(C)(C)CCC[C@H](C)C\C=C\C(C)=C\C(O)=O
Oc1ccc2[C@H](N(CCc2c1)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4
OC(c1ccc(cc1)N(CC(F)(F)F)[S](=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F
CC\C(c1ccccc1)=C(/c2ccc(O)cc2)c3ccc(OCCN(C)C)cc3
CC(C)(C)c1onc(OC[P](O)(O)=O)c1C[C@H](N)C(O)=O
OC(=O)c1cc(Oc2ncccn2)ccc1NC(=O)c3ccc(Cl)cc3Cl
Oc1ccc(cc1)c2oc3c(CC#N)cc(O)cc3c2
SMILES not found
Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O
C\C(=C/c1ccc(cc1)C(O)=O)c2ccc3c(c2)C(C)(C)CCC3(C)C
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C
C[C@H]1CN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C[C@@H]1C
C[C@@H]1CN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C[C@H]1C
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5
C[C@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C
Oc1ccc2[C@H](N(CCc2c1)c3ccccc3)c4ccc(cc4)N5CCN6CCCC[C@H]6C5
C[C@@H](O)[C@H](N)c1nc(Cc2ccc(O)cc2)c([O-])n1CC(O)=O
Clc1ccc(cc1)c2nc3sccn3c2/C=N/OCc4ccc(Cl)c(Cl)c4
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O
CCCCCCCN(CCc1ccc(O[C@@](C)(CC)C(O)=O)cc1)C(=O)Nc2ccc(F)cc2F
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O
NC1(CCCC1)C(O)=O
NC1(CCC1)C(O)=O
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C[C@H](\C=C\C=C(\C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O)C(O)=O
CO[C@@H]1C[C@@H](CC[C@H]1O)/C=C(C)/[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)C)OC)[C@H](C[C@H]4C)OC
C[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5
C[C@H]1[C@@H]([C@@H](Oc2ccc(O)c(F)c12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5
C[C@@H](N[C@@H](NCC(O)O)Nc1ccc(CN)cc1)c2ccccc2
CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](CO[P@@](O)(=O)OCCO)OC(=O)CCCCCCC\C=C/CCCCCC
CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCC
C[C@](O)(C[S](=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F
CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P@](O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC
C[P@](O)(=O)Oc1ccc(cc1)[N+]([O-])=O
CCCc1cc2C(=O)N(C)Oc2c(CCC)c1O[C@H](C([O-])=O)c3ccc(cc3)C(C)C
CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c3ccccn3
Cn1c(ccc1c2ccc3NC(=S)OC(C)(C)c3c2)C#N
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@H](O)[C@H]23)C=O
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)\C(O)=C\O
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13
COc1ccc(NC2=C(C(=O)N(Cc3ccccc3)C2=O)c4ccccc4)cc1
CC(C)(C)c1snc([O-])c1C[C@H]([NH3+])C(O)=O
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12CC
OCCN1CCN(CC1)CC[S](O)(=O)=O
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C
N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23)C(O)=O
Cc1nc(N)nc(N)c1c2ccc(Cl)c(Cl)c2
Nc1c2CCCCc2nc3ccccc13
CCCc1c(OCCCOc2ccc3n(CC(O)=O)ccc3c2)ccc4c1onc4C(F)(F)F
CC(C)(O)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O
C[C@](O)(COc1ccc(F)cc1)C(=O)Nc2ccc(c(c2)C(F)(F)F)[N+]([O-])=O
C[C@](O)(COc1ccc(F)cc1)C(=O)Nc2ccc(c(c2)C(F)(F)F)[N+]([O-])=O
C[C@](O)(CBr)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O
C[C@](O)(COc1ccc(F)cc1)C(=O)Nc2ccc(c(c2)C(F)(F)F)[N+]([O-])=O
Clc1ccc(cn1)[C@H]2C[C@@H]3CC[C@H]2N3
CCN1C[C@@]2(CC[C@H](OC)[C@@]34[C@@H]5C[C@@H]6[C@H](C[C@@](O)([C@H]5[C@H]6OC)[C@@](O)([C@@H](OC)[C@H]23)[C@@H]14)OC)COC(=O)c7ccccc7N8C(=O)C[C@H](C)C8=O
CN1[C@H](CCC[C@H]1CC(=O)c2ccccc2)C[C@@H](O)c3ccccc3
N[C@@H](CO[P](O)(O)=O)C(O)=O
CC1=CN(C[C@H](N)C(O)=O)C(=O)N(Cc2ccsc2C(O)=O)C1=O
N[C@@H](CN1C=CC(=O)N(Cc2ccccc2C(O)=O)C1=O)C(O)=O
CCCc1c(OCCCOc2ccc3n(CC(O)=O)ccc3c2)ccc4cc(ccc14)C(=O)c5ccccc5
CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O)NC(=O)CCCCCCCCCCCCC
CC\C(c1ccccc1)=C(/c2ccc(O)cc2)c3ccc(OCCN(C)C)cc3
CC1=CC[C@H]2C[C@@H]1[C@@H](OC2(C)C)c3ccc(O)cc3
CCCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)Br
CC(C)c1ccc(CNNC(=O)c2ccc(O)cc2)cc1
CCO[C@@H](Cc1ccc2n(Cc3nc(oc3C)c4ccccc4Cl)ccc2c1)C(O)=O
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O
CCC[C@H]1[C@H](O)CC(=C/C=C/2CCC[C@]3(C)[C@H](CC[C@@H]/23)[C@H](C)CCCC(C)(C)O)/C(=C)[C@H]1O
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C/3C[C@@H](O)[C@H](OCCCO)[C@H](O)C/3=C
CCCO[C@H]1[C@H](O)C\C(=C\C=C\2CCC[C@]3(C)[C@H](CC[C@@H]\23)[C@H](C)CCCC(C)(C)O)C(=C)[C@H]1O
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C/3C[C@@H](O)[C@H](CCCO)[C@H](O)C/3=C
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2C(/CCC[C@]12C)=C/C=C3/C[C@@H](O)[C@H](C)[C@H](O)C3=C
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2C(/CCC[C@]12C)=C/C=C3/C[C@@H](O)C[C@H](O)C3=C
CC(C)(O)CCCC(CCCC(C)(C)O)[C@H]1CC[C@H]2C(/CCC[C@]12C)=C/C=C3/C[C@@H](O)C[C@H](O)C3=C
CC(=C\C=O)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
FC(F)(F)CN(CC(F)(F)F)c1ccc2NC(=O)C=C(c2c1)C(F)(F)F
CCCc1c(OCCCn2ccc3cc(OCC(O)=O)ccc23)ccc4cc(ccc14)C(=O)c5ccccc5
CCCc1c(OCCCn2ccc3c(OC(C)(C)C(O)=O)cccc23)ccc4cc(ccc14)C(=O)c5ccccc5
Oc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3[C@@H]4CCC[C@H]24
CCCCCCCN(CCc1ccc(O[C@](C)(CC)C(O)=O)cc1)c2oc3ccccc3n2
CN1C(=O)N(C(=O)[C@]12CN(C[C@H]2c3ccc(cc3)C#N)Cc4scc(c4)C(O)=O)c5cc(Cl)cc(Cl)c5
O[C@@H]1CCN2[C@@H]1C(=O)N(C2=O)c3ccc(C#N)c4ccccc34
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCN4CCCCC4)ccc23)c5ccccc5
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4
OC(=O)Cc1cccc(c1)c2noc(c3ccccc3)c2C(=O)NCCOc4ccc(Cl)cc4Cl
CC(C)c1cc(Oc2c(Br)cc(CCC(O)=O)cc2Br)ccc1O
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O
COCc1cc(O)cc2[C@@H]3CCC[C@@H]3[C@@H](Oc12)c4ccc(O)cc4
CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C(O)=O)C(C)(C)CCC1
CCCO/N=C(C)/[C@@H](Cc1ccc(OCc2nc(oc2C)c3ccccc3)cc1)C(O)=O
Clc1cc(Cl)cc(c1)C2=C(C#N)[C@]3(CCCN3C2=O)Cc4ccc(cc4)C#N
OC(c1ccc(cc1)N(CC(F)(F)F)[S](=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13
Oc1ccc2[C@H]([C@H](CCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4
COC[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)\C=N\O)OC
COC[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)\C=N\O)OC
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)\C=C\c5ccccc5C(F)(F)F
COc1cc2c(cc1c3cc(\C=C\C(O)=O)ccc3O)C(C)(C)CCC2(C)C
CCCOc1cc2c(cc1c3cc(\C=C\C(O)=O)ccc3O)C(C)(C)CCC2(C)C
COc1ccc2c(onc2c3c(C)n(Cc4cc(O[C@H](C)C(O)=O)ccc4Cl)c5cc(OC(F)(F)F)ccc35)c1
Cc1nc(sc1C(=O)NCc2ccc(OC(C)(C)C(O)=O)cc2)c3ccc(cc3)C(F)(F)F
Cc1cc(O)ccc1Cl
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2
CC\C(c1ccccc1)=C(/c2ccc(O)cc2)c3ccc(OCCN(C)C)cc3
OC(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
CCCCCCc1ccc(cc1)C(=O)C=C
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
